date,type,nom_gare,comptage_normalis√©
2021-04-23,,Paris Gare de Lyon,0.04
2021-04-23,,Paris Gare de Lyon,0.04
2021-04-23,,Paris Gare de Lyon,0.04
2021-04-23,,Paris Gare de Lyon,0.04
2021-04-23,,Paris Gare de Lyon,0.04
2021-04-24,,Paris Gare de Lyon,0.04
2021-04-25,,Paris Gare de Lyon,0.04
2021-04-25,,Paris Gare de Lyon,0.04
2021-04-25,,Paris Gare de Lyon,0.04
2021-04-26,,Paris Gare de Lyon,0.04
2021-04-26,,Paris Gare de Lyon,0.04
2021-04-26,,Paris Gare de Lyon,0.04
2021-04-26,,Paris Gare de Lyon,0.04
2021-04-26,,Paris Gare de Lyon,0.04
2021-04-26,,Paris Gare de Lyon,0.04
2021-04-27,,Paris Gare de Lyon,0.04
2021-04-27,,Paris Gare de Lyon,0.04
2021-04-27,,Paris Gare de Lyon,0.04
2021-04-28,,Paris Gare de Lyon,0.04
2021-04-28,,Paris Gare de Lyon,0.04
2021-04-28,,Paris Gare de Lyon,0.04
2021-04-29,,Paris Gare de Lyon,0.04
2021-04-29,,Paris Gare de Lyon,0.04
2021-04-29,,Paris Gare de Lyon,0.04
2021-04-29,,Paris Gare de Lyon,0.04
2021-04-29,,Paris Gare de Lyon,0.04
2021-04-30,,Paris Gare de Lyon,0.04
2021-04-30,,Paris Gare de Lyon,0.04
2021-04-30,,Paris Gare de Lyon,0.04
2021-05-01,,Paris Gare de Lyon,0.04
2021-05-01,,Paris Gare de Lyon,0.04
2021-05-01,,Paris Gare de Lyon,0.04
2021-05-03,,Paris Gare de Lyon,0.04
2021-05-03,,Paris Gare de Lyon,0.04
2021-05-04,,Paris Gare de Lyon,0.04
2021-05-04,,Paris Gare de Lyon,0.04
2021-05-04,,Paris Gare de Lyon,0.04
2021-05-05,,Paris Gare de Lyon,0.04
2021-05-05,,Paris Gare de Lyon,0.04
2021-05-05,,Paris Gare de Lyon,0.04
2021-05-05,,Paris Gare de Lyon,0.04
2021-05-06,,Paris Gare de Lyon,0.04
2021-05-06,,Paris Gare de Lyon,0.04
2021-05-06,,Paris Gare de Lyon,0.04
2021-05-06,,Paris Gare de Lyon,0.04
2021-05-06,,Paris Gare de Lyon,0.04
2021-05-06,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-07,,Paris Gare de Lyon,0.04
2021-05-08,,Paris Gare de Lyon,0.04
2021-05-08,,Paris Gare de Lyon,0.04
2021-05-08,,Paris Gare de Lyon,0.04
2021-05-08,,Paris Gare de Lyon,0.04
2021-05-09,,Paris Gare de Lyon,0.04
2021-05-09,,Paris Gare de Lyon,0.04
2021-05-09,,Paris Gare de Lyon,0.04
2021-05-10,,Paris Gare de Lyon,0.04
2021-05-10,,Paris Gare de Lyon,0.04
2021-05-10,,Paris Gare de Lyon,0.04
2021-05-10,,Paris Gare de Lyon,0.04
2021-05-10,,Paris Gare de Lyon,0.04
2021-05-10,,Paris Gare de Lyon,0.04
2021-05-10,,Paris Gare de Lyon,0.04
2021-05-11,,Paris Gare de Lyon,0.04
2021-05-11,,Paris Gare de Lyon,0.04
2021-05-11,,Paris Gare de Lyon,0.04
2021-05-11,,Paris Gare de Lyon,0.04
2021-05-12,,Paris Gare de Lyon,0.04
2021-05-12,,Paris Gare de Lyon,0.04
2021-05-12,,Paris Gare de Lyon,0.04
2021-05-12,,Paris Gare de Lyon,0.04
2021-05-12,,Paris Gare de Lyon,0.04
2021-05-13,,Paris Gare de Lyon,0.04
2021-05-13,,Paris Gare de Lyon,0.04
2021-05-13,,Paris Gare de Lyon,0.04
2021-05-13,,Paris Gare de Lyon,0.04
2021-05-13,,Paris Gare de Lyon,0.04
2021-05-14,,Paris Gare de Lyon,0.04
2021-05-14,,Paris Gare de Lyon,0.04
2021-05-14,,Paris Gare de Lyon,0.04
2021-05-14,,Paris Gare de Lyon,0.04
2021-05-14,,Paris Gare de Lyon,0.04
2021-05-15,,Paris Gare de Lyon,0.04
2021-05-16,,Paris Gare de Lyon,0.04
2021-05-16,,Paris Gare de Lyon,0.04
2021-05-16,,Paris Gare de Lyon,0.04
2021-05-16,,Paris Gare de Lyon,0.04
2021-05-17,,Paris Gare de Lyon,0.04
2021-05-17,,Paris Gare de Lyon,0.04
2021-05-17,,Paris Gare de Lyon,0.04
2021-05-17,,Paris Gare de Lyon,0.04
2021-05-17,,Paris Gare de Lyon,0.04
2021-05-18,,Paris Gare de Lyon,0.04
2021-05-18,,Paris Gare de Lyon,0.04
2021-05-18,,Paris Gare de Lyon,0.04
2021-05-18,,Paris Gare de Lyon,0.04
2021-05-18,,Paris Gare de Lyon,0.04
2021-05-18,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-19,,Paris Gare de Lyon,0.04
2021-05-20,,Paris Gare de Lyon,0.04
2021-05-20,,Paris Gare de Lyon,0.04
2021-05-20,,Paris Gare de Lyon,0.04
2021-05-20,,Paris Gare de Lyon,0.04
2021-05-20,,Paris Gare de Lyon,0.04
2021-05-21,,Paris Gare de Lyon,0.04
2021-05-21,,Paris Gare de Lyon,0.04
2021-05-21,,Paris Gare de Lyon,0.04
2021-05-21,,Paris Gare de Lyon,0.04
2021-05-21,,Paris Gare de Lyon,0.04
2021-05-21,,Paris Gare de Lyon,0.04
2021-05-21,,Paris Gare de Lyon,0.04
2021-05-22,,Paris Gare de Lyon,0.04
2021-05-22,,Paris Gare de Lyon,0.04
2021-05-22,,Paris Gare de Lyon,0.04
2021-05-23,,Paris Gare de Lyon,0.04
2021-05-23,,Paris Gare de Lyon,0.04
2021-05-23,,Paris Gare de Lyon,0.04
2021-05-23,,Paris Gare de Lyon,0.04
2021-05-23,,Paris Gare de Lyon,0.04
2021-05-24,,Paris Gare de Lyon,0.04
2021-05-24,,Paris Gare de Lyon,0.04
2021-05-24,,Paris Gare de Lyon,0.04
2021-05-24,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-25,,Paris Gare de Lyon,0.04
2021-05-26,,Paris Gare de Lyon,0.04
2021-05-26,,Paris Gare de Lyon,0.04
2021-05-26,,Paris Gare de Lyon,0.04
2021-05-26,,Paris Gare de Lyon,0.04
2021-05-26,,Paris Gare de Lyon,0.04
2021-05-26,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-27,,Paris Gare de Lyon,0.04
2021-05-28,,Paris Gare de Lyon,0.04
2021-05-28,,Paris Gare de Lyon,0.04
2021-05-28,,Paris Gare de Lyon,0.04
2021-05-29,,Paris Gare de Lyon,0.04
2021-05-29,,Paris Gare de Lyon,0.04
2021-05-29,,Paris Gare de Lyon,0.04
2021-05-29,,Paris Gare de Lyon,0.04
2021-05-29,,Paris Gare de Lyon,0.04
2021-05-29,,Paris Gare de Lyon,0.04
2021-05-30,,Paris Gare de Lyon,0.04
2021-05-30,,Paris Gare de Lyon,0.04
2021-05-30,,Paris Gare de Lyon,0.04
2021-05-30,,Paris Gare de Lyon,0.04
2021-05-30,,Paris Gare de Lyon,0.04
2021-05-30,,Paris Gare de Lyon,0.04
2021-05-30,,Paris Gare de Lyon,0.04
2021-05-31,,Paris Gare de Lyon,0.04
2021-05-31,,Paris Gare de Lyon,0.04
2021-05-31,,Paris Gare de Lyon,0.04
2021-06-01,,Paris Gare de Lyon,0.04
2021-06-01,,Paris Gare de Lyon,0.04
2021-06-01,,Paris Gare de Lyon,0.04
2021-06-01,,Paris Gare de Lyon,0.04
2021-06-01,,Paris Gare de Lyon,0.04
2021-06-02,,Paris Gare de Lyon,0.04
2021-06-02,,Paris Gare de Lyon,0.04
2021-06-02,,Paris Gare de Lyon,0.04
2021-06-02,,Paris Gare de Lyon,0.04
2021-06-02,,Paris Gare de Lyon,0.04
2021-06-03,,Paris Gare de Lyon,0.04
2021-06-03,,Paris Gare de Lyon,0.04
2021-06-03,,Paris Gare de Lyon,0.04
2021-06-03,,Paris Gare de Lyon,0.04
2021-06-03,,Paris Gare de Lyon,0.04
2021-06-03,,Paris Gare de Lyon,0.04
2021-06-04,,Paris Gare de Lyon,0.04
2021-06-04,,Paris Gare de Lyon,0.04
2021-06-04,,Paris Gare de Lyon,0.04
2021-06-04,,Paris Gare de Lyon,0.04
2021-06-04,,Paris Gare de Lyon,0.04
2021-06-05,,Paris Gare de Lyon,0.04
2021-06-06,,Paris Gare de Lyon,0.04
2021-06-06,,Paris Gare de Lyon,0.04
2021-06-06,,Paris Gare de Lyon,0.04
2021-06-06,,Paris Gare de Lyon,0.04
2021-06-07,,Paris Gare de Lyon,0.04
2021-06-07,,Paris Gare de Lyon,0.04
2021-06-07,,Paris Gare de Lyon,0.04
2021-06-07,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-08,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-09,,Paris Gare de Lyon,0.04
2021-06-10,,Paris Gare de Lyon,0.04
2021-06-10,,Paris Gare de Lyon,0.04
2021-06-10,,Paris Gare de Lyon,0.04
2021-06-10,,Paris Gare de Lyon,0.04
2021-06-10,,Paris Gare de Lyon,0.04
2021-06-10,,Paris Gare de Lyon,0.04
2021-06-10,,Paris Gare de Lyon,0.04
2021-06-11,,Paris Gare de Lyon,0.04
2021-06-11,,Paris Gare de Lyon,0.04
2021-06-11,,Paris Gare de Lyon,0.04
2021-06-11,,Paris Gare de Lyon,0.04
2021-06-11,,Paris Gare de Lyon,0.04
2021-06-11,,Paris Gare de Lyon,0.04
2021-06-11,,Paris Gare de Lyon,0.04
2021-06-12,,Paris Gare de Lyon,0.04
2021-06-12,,Paris Gare de Lyon,0.04
2021-06-12,,Paris Gare de Lyon,0.04
2021-06-13,,Paris Gare de Lyon,0.04
2021-06-13,,Paris Gare de Lyon,0.04
2021-06-13,,Paris Gare de Lyon,0.04
2021-06-13,,Paris Gare de Lyon,0.04
2021-06-13,,Paris Gare de Lyon,0.04
2021-06-13,,Paris Gare de Lyon,0.04
2021-06-14,,Paris Gare de Lyon,0.04
2021-06-14,,Paris Gare de Lyon,0.04
2021-06-14,,Paris Gare de Lyon,0.04
2021-06-14,,Paris Gare de Lyon,0.04
2021-06-14,,Paris Gare de Lyon,0.04
2021-06-14,,Paris Gare de Lyon,0.04
2021-06-15,,Paris Gare de Lyon,0.04
2021-06-15,,Paris Gare de Lyon,0.04
2021-06-15,,Paris Gare de Lyon,0.04
2021-06-15,,Paris Gare de Lyon,0.04
2021-06-15,,Paris Gare de Lyon,0.04
2021-06-15,,Paris Gare de Lyon,0.04
2021-06-15,,Paris Gare de Lyon,0.04
2021-06-16,,Paris Gare de Lyon,0.04
2021-06-16,,Paris Gare de Lyon,0.04
2021-06-16,,Paris Gare de Lyon,0.04
2021-06-16,,Paris Gare de Lyon,0.04
2021-06-16,,Paris Gare de Lyon,0.04
2021-06-17,,Paris Gare de Lyon,0.04
2021-06-17,,Paris Gare de Lyon,0.04
2021-06-17,,Paris Gare de Lyon,0.04
2021-06-17,,Paris Gare de Lyon,0.04
2021-06-17,,Paris Gare de Lyon,0.04
2021-06-17,,Paris Gare de Lyon,0.04
2021-06-17,,Paris Gare de Lyon,0.04
2021-06-18,,Paris Gare de Lyon,0.04
2021-06-18,,Paris Gare de Lyon,0.04
2021-06-18,,Paris Gare de Lyon,0.04
2021-06-18,,Paris Gare de Lyon,0.04
2021-06-18,,Paris Gare de Lyon,0.04
2021-06-18,,Paris Gare de Lyon,0.04
2021-06-19,,Paris Gare de Lyon,0.04
2021-06-19,,Paris Gare de Lyon,0.04
2021-06-19,,Paris Gare de Lyon,0.04
2021-06-19,,Paris Gare de Lyon,0.04
2021-06-19,,Paris Gare de Lyon,0.04
2021-06-20,,Paris Gare de Lyon,0.04
2021-06-20,,Paris Gare de Lyon,0.04
2021-06-20,,Paris Gare de Lyon,0.04
2021-06-20,,Paris Gare de Lyon,0.04
2021-06-20,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-21,,Paris Gare de Lyon,0.04
2021-06-22,,Paris Gare de Lyon,0.04
2021-06-22,,Paris Gare de Lyon,0.04
2021-06-22,,Paris Gare de Lyon,0.04
2021-06-22,,Paris Gare de Lyon,0.04
2021-06-22,,Paris Gare de Lyon,0.04
2021-06-22,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-23,,Paris Gare de Lyon,0.04
2021-06-24,,Paris Gare de Lyon,0.04
2021-06-24,,Paris Gare de Lyon,0.04
2021-06-24,,Paris Gare de Lyon,0.04
2021-06-24,,Paris Gare de Lyon,0.04
2021-06-24,,Paris Gare de Lyon,0.04
2021-06-24,,Paris Gare de Lyon,0.04
2021-06-25,,Paris Gare de Lyon,0.04
2021-06-25,,Paris Gare de Lyon,0.04
2021-06-25,,Paris Gare de Lyon,0.04
2021-06-25,,Paris Gare de Lyon,0.04
2021-06-25,,Paris Gare de Lyon,0.04
2021-06-26,,Paris Gare de Lyon,0.04
2021-06-26,,Paris Gare de Lyon,0.04
2021-06-26,,Paris Gare de Lyon,0.04
2021-06-26,,Paris Gare de Lyon,0.04
2021-06-26,,Paris Gare de Lyon,0.04
2021-06-26,,Paris Gare de Lyon,0.04
2021-06-26,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-27,,Paris Gare de Lyon,0.04
2021-06-28,,Paris Gare de Lyon,0.04
2021-06-28,,Paris Gare de Lyon,0.04
2021-06-28,,Paris Gare de Lyon,0.04
2021-06-28,,Paris Gare de Lyon,0.04
2021-06-28,,Paris Gare de Lyon,0.04
2021-06-28,,Paris Gare de Lyon,0.04
2021-06-29,,Paris Gare de Lyon,0.04
2021-06-29,,Paris Gare de Lyon,0.04
2021-06-29,,Paris Gare de Lyon,0.04
2021-06-29,,Paris Gare de Lyon,0.04
2021-06-29,,Paris Gare de Lyon,0.04
2021-06-30,,Paris Gare de Lyon,0.04
2021-06-30,,Paris Gare de Lyon,0.04
2021-06-30,,Paris Gare de Lyon,0.04
2021-06-30,,Paris Gare de Lyon,0.04
2021-06-30,,Paris Gare de Lyon,0.04
2021-06-30,,Paris Gare de Lyon,0.04
2021-06-30,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-01,,Paris Gare de Lyon,0.04
2021-07-02,,Paris Gare de Lyon,0.04
2021-07-02,,Paris Gare de Lyon,0.04
2021-07-02,,Paris Gare de Lyon,0.04
2021-07-02,,Paris Gare de Lyon,0.04
2021-07-02,,Paris Gare de Lyon,0.04
2021-07-03,,Paris Gare de Lyon,0.04
2021-07-03,,Paris Gare de Lyon,0.04
2021-07-03,,Paris Gare de Lyon,0.04
2021-07-03,,Paris Gare de Lyon,0.04
2021-07-04,,Paris Gare de Lyon,0.04
2021-07-04,,Paris Gare de Lyon,0.04
2021-07-04,,Paris Gare de Lyon,0.04
2021-07-04,,Paris Gare de Lyon,0.04
2021-07-04,,Paris Gare de Lyon,0.04
2021-07-05,,Paris Gare de Lyon,0.04
2021-07-05,,Paris Gare de Lyon,0.04
2021-07-05,,Paris Gare de Lyon,0.04
2021-07-05,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-06,,Paris Gare de Lyon,0.04
2021-07-07,,Paris Gare de Lyon,0.04
2021-07-07,,Paris Gare de Lyon,0.04
2021-07-07,,Paris Gare de Lyon,0.04
2021-07-07,,Paris Gare de Lyon,0.04
2021-07-07,,Paris Gare de Lyon,0.04
2021-07-08,,Paris Gare de Lyon,0.04
2021-07-08,,Paris Gare de Lyon,0.04
2021-07-08,,Paris Gare de Lyon,0.04
2021-07-08,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-09,,Paris Gare de Lyon,0.04
2021-07-10,,Paris Gare de Lyon,0.04
2021-07-10,,Paris Gare de Lyon,0.04
2021-07-10,,Paris Gare de Lyon,0.04
2021-07-10,,Paris Gare de Lyon,0.04
2021-07-11,,Paris Gare de Lyon,0.04
2021-07-11,,Paris Gare de Lyon,0.04
2021-07-11,,Paris Gare de Lyon,0.04
2021-07-11,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-12,,Paris Gare de Lyon,0.04
2021-07-13,,Paris Gare de Lyon,0.04
2021-07-13,,Paris Gare de Lyon,0.04
2021-07-13,,Paris Gare de Lyon,0.04
2021-07-13,,Paris Gare de Lyon,0.04
2021-07-13,,Paris Gare de Lyon,0.04
2021-07-14,,Paris Gare de Lyon,0.04
2021-07-14,,Paris Gare de Lyon,0.04
2021-07-14,,Paris Gare de Lyon,0.04
2021-07-14,,Paris Gare de Lyon,0.04
2021-07-14,,Paris Gare de Lyon,0.04
2021-07-14,,Paris Gare de Lyon,0.04
2021-07-15,,Paris Gare de Lyon,0.04
2021-07-15,,Paris Gare de Lyon,0.04
2021-07-15,,Paris Gare de Lyon,0.04
2021-07-15,,Paris Gare de Lyon,0.04
2021-07-15,,Paris Gare de Lyon,0.04
2021-07-15,,Paris Gare de Lyon,0.04
2021-07-15,,Paris Gare de Lyon,0.04
2021-07-16,,Paris Gare de Lyon,0.04
2021-07-16,,Paris Gare de Lyon,0.04
2021-07-16,,Paris Gare de Lyon,0.04
2021-07-16,,Paris Gare de Lyon,0.04
2021-07-16,,Paris Gare de Lyon,0.04
2021-07-17,,Paris Gare de Lyon,0.04
2021-07-17,,Paris Gare de Lyon,0.04
2021-07-17,,Paris Gare de Lyon,0.04
2021-07-17,,Paris Gare de Lyon,0.04
2021-07-17,,Paris Gare de Lyon,0.04
2021-07-18,,Paris Gare de Lyon,0.04
2021-07-18,,Paris Gare de Lyon,0.04
2021-07-18,,Paris Gare de Lyon,0.04
2021-07-19,,Paris Gare de Lyon,0.04
2021-07-19,,Paris Gare de Lyon,0.04
2021-07-19,,Paris Gare de Lyon,0.04
2021-07-19,,Paris Gare de Lyon,0.04
2021-07-19,,Paris Gare de Lyon,0.04
2021-07-19,,Paris Gare de Lyon,0.04
2021-07-20,,Paris Gare de Lyon,0.04
2021-07-20,,Paris Gare de Lyon,0.04
2021-07-20,,Paris Gare de Lyon,0.04
